URL,TITLE,METADESCRIPTION,KEYWORDS,SOCIALTAGS,COURSENAME,PROVIDER,PRICE,DURATION,CERTIFICATE,INSTRUCTOR,DESCRIPTION,LEVEL,ISVALID?http://open.umich.edu/education/,Find U-M Open Educational Resources | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/oernetwork/ethics,Ethics | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/oernetwork/health-admin,Health Services Administration | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/si/si680/winter2008,SI 680 - Contracting and Signaling | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;contract design;contracting;incentive centered design;incentive centered design methodology;intellectual property;screening policies;signaling,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/oernetwork/informatics,Informatics | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/oernetwork/med,Medicine | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/oernetwork/nursing,Nursing | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/oernetwork/pharmaceutics,Pharmaceutics | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/oernetwork/pharmacology,Pharmacology | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/oernetwork/public-health,Public and Community Health | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/oernetwork/guides,General Guides | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/oernetwork/reports,Reports and Papers | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/em/aetc/2009,Advanced Emergency Trauma | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;emergency medicine;healthoernetwork;trauma;trauma care;trauma management,education;opencourseware;ocw;,Advanced Emergency Trauma,N/A,N/A,N/A,N/A,N/A,In 2009; the University of Michigan Department of Emergency Medicine working with global health partners at Komfo Anokye Teaching Hospital (KATH); Kwame Nkrumah University of Science and Technology (KNUST); Ghana College of Physicians and Surgeons; and the Ghana Ministry of Health established the Ghana Emergency Medicine Collaborative.,N/A,?
http://open.umich.edu/education/med/em/gemc,Ghana Emergency Medicine Collaborative | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;emergency medicine;trauma;trauma care;trauma management,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/familymed/integrative,Integrative Medicine Based Approach to Care | Open.Michigan,Integrative medicine is the practice of medicine that reaffirms the importance of the relationship between practitioner and patient; focuses on the whole person; is informed by evidence and makes use of all appropriate therapeutic approaches; health care professionals; and disciplines to achieve optimal health and healing.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/familymed/integrativebody,Integrative Medicine: Body-Based Therapies | Open.Michigan,Integrative medicine is the practice of medicine that reaffirms the importance of the relationship between practitioner and patient; focuses on the whole person; is informed by evidence and makes use of all appropriate therapeutic approaches; health care professionals and disciplines to achieve optimal health and healing.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/familymed/integrativemindbody,Integrative Medicine: Mind-Body Therapies | Open.Michigan,This unit introduces you to modules on the use of mind-body therapies for the treatment of a variety of clinical conditions encountered in primary care. It is best to begin the module with the overview unit.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
